10.0,5.773503
20.0,11.547005
30.0,17.320508
40.0,23.094011
50.0,28.867513
60.0,34.641016
70.0,40.414519
80.0,46.188022
90.0,51.961524
100.0,57.735027
110.0,63.508530
120.0,69.282032
130.0,75.055535
140.0,80.829038
150.0,86.602540
160.0,92.376043
170.0,98.149546
180.0,103.923048
190.0,109.696551
200.0,115.470054
210.0,121.243556
220.0,127.017059
230.0,132.790562
240.0,138.564064
250.0,144.337567
260.0,150.111070
270.0,155.884573
280.0,161.658075
290.0,167.431578
300.0,173.205081
310.0,178.978583
320.0,184.752086
330.0,190.525589
340.0,196.299091
350.0,202.072594
360.0,207.846097
370.0,213.619599
380.0,219.393102
390.0,225.166605
400.0,230.940108
